C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_557.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_557.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_557.jpg,0,0,0,4.892894E-06
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_607.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_607.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_607.jpg,0,0,0,4.168462E-07
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_676.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_676.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_676.jpg,0,0,0,4.869508E-06
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_745.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_745.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_745.jpg,0,0,0,7.82607E-06
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_813.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_813.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_813.jpg,0,0,0,3.93191E-06
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_885.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_885.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_885.jpg,0,0,0,9.619293E-06
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_55_955.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_55_955.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_55_955.jpg,0,0,0,1.035099E-05
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_028.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_028.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_028.jpg,0,0.06184263,0,0.02872275
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_095.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_095.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_095.jpg,0,0.2831865,0,0.2022298
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_165.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_165.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_165.jpg,0,0.4778048,0,0.4672775
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_233.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_233.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_233.jpg,0,0.7159818,0,1.006684
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_305.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_305.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_305.jpg,0,0.8942773,0,1.634508
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_376.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_376.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_376.jpg,0,1,0,2.560875
C:\Users\sheng\Documents\windows_sim\collectData\IMG\center_2018_06_27_12_27_56_443.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\left_2018_06_27_12_27_56_443.jpg,C:\Users\sheng\Documents\windows_sim\collectData\IMG\right_2018_06_27_12_27_56_443.jpg,-0.1,1,0,3.263445
